declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
9085,9,CA,California                    ,0,2009-06-19T00:00:00.000Z,Major Disaster,Drought,Drought,2009-04-14T00:00:00.000Z,,Turndown,2009-10-19T00:00:00.000Z,0,0,0,0,2009071001,2009-06-19T00:00:00.000Z,624ff1c8-4e58-4013-9191-d74109ed784a
9095,6,TX,Texas                         ,0,2009-08-18T00:00:00.000Z,Emergency,Extreme Fire Hazard,Fire,2009-07-15T00:00:00.000Z,,Turndown,2009-09-16T00:00:00.000Z,0,0,1,0,2009082501,2009-07-15T00:00:00.000Z,2c786784-bfd1-40d3-abbf-e170fdb93803
9109,5,IN,Indiana                       ,0,2009-09-09T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2009-08-04T00:00:00.000Z,2009-08-09T00:00:00.000Z,Turndown,2009-11-03T00:00:00.000Z,1,0,1,1,2009082401,2009-08-04T00:00:00.000Z,1cc37cd8-d5e2-411e-8958-a7e6bae29482
9117,9,AZ,Arizona                       ,0,2008-10-06T00:00:00.000Z,Major Disaster,AZ-Havasupai Flood-08-17-2008,Flood,2008-08-17T00:00:00.000Z,,Turndown,2009-12-04T00:00:00.000Z,0,0,1,1,2008102201,2008-08-17T00:00:00.000Z,68bdf181-16c0-44d5-9f08-e11592ce4139
10007,4,AL,Alabama                       ,0,2010-02-01T00:00:00.000Z,Major Disaster,Subfreezing Temperatures,Freezing,2010-01-07T00:00:00.000Z,2010-01-12T00:00:00.000Z,Turndown,2010-04-28T00:00:00.000Z,0,0,1,1,2010020101,2010-01-07T00:00:00.000Z,279861bf-97c2-4972-a0b7-4be10a9bb420
10009,2,NY,New York                      ,0,2010-02-02T00:00:00.000Z,Major Disaster,Snowstorm,Snowstorm,2009-12-18T00:00:00.000Z,2009-12-20T00:00:00.000Z,Turndown,2010-05-10T00:00:00.000Z,0,0,1,1,2010011901,2009-12-19T00:00:00.000Z,75e01cd4-3018-403d-92d6-085fa3db3e0f
10034,4,FL,Florida                       ,0,2010-03-18T00:00:00.000Z,Major Disaster,Subfreezing Temperatures,Freezing,2010-01-02T00:00:00.000Z,2010-02-01T00:00:00.000Z,Turndown,2010-04-16T00:00:00.000Z,1,0,0,0,2010032201,2010-01-02T00:00:00.000Z,2dd73a56-8601-4128-8411-8b6897863ff8
10056,6,LA,Louisiana                     ,0,2010-05-07T00:00:00.000Z,Major Disaster,Tornado ,Severe Storm,2010-04-24T00:00:00.000Z,2010-04-24T00:00:00.000Z,Turndown,2010-07-23T00:00:00.000Z,1,0,1,1,2010050401,2010-04-24T00:00:00.000Z,705f19da-7a07-49d2-8a78-fa1edae930d5
10057,6,AR,Arkansas                      ,0,2010-05-10T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2010-04-30T00:00:00.000Z,,Turndown,2010-05-20T00:00:00.000Z,1,0,0,1,2010050402,2010-04-30T00:00:00.000Z,53a2d80d-71af-4567-b44e-337499fb94b0
10063,5,OH,Ohio                          ,0,2010-06-09T00:00:00.000Z,Major Disaster,OH-Tornado-06062010,Tornado,2010-06-05T00:00:00.000Z,2010-06-06T00:00:00.000Z,Turndown,2010-07-30T00:00:00.000Z,1,0,1,1,2010060601,2010-06-06T00:00:00.000Z,0ffc86ca-56d1-4af5-a81b-b11a5d51174b
10065,5,IL,Illinois                      ,0,2010-06-18T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Tornado,2010-06-05T00:00:00.000Z,2010-06-05T00:00:00.000Z,Turndown,2010-06-29T00:00:00.000Z,1,0,0,1,2010060602,2010-06-05T00:00:00.000Z,c6f76ef2-a3de-4690-8429-6934b4986baa
10077,6,OK,Oklahoma                      ,0,2010-07-19T00:00:00.000Z,Major Disaster,"Tornadoes, Severe Storms, and Flooding",Severe Storm,2010-07-06T00:00:00.000Z,2010-07-12T00:00:00.000Z,Turndown,2010-07-28T00:00:00.000Z,1,0,0,1,2010070901,2010-07-06T00:00:00.000Z,a3e8b5cd-6f27-4800-888d-14a1a848a7e2
10098,1,RI,Rhode Island                  ,0,2010-09-02T00:00:00.000Z,Emergency,Hurricane Earl,Hurricane,2010-08-30T00:00:00.000Z,,Turndown,2010-11-03T00:00:00.000Z,0,0,1,0,2010083102,2010-09-01T00:00:00.000Z,323934a6-8272-4e12-9ce4-5f1d775648ed
10100,1,CT,Connecticut                   ,0,2010-08-20T00:00:00.000Z,Major Disaster,Severe Storm and Tornado,Tornado,2010-06-24T00:00:00.000Z,2010-06-24T00:00:00.000Z,Turndown,2010-10-08T00:00:00.000Z,1,0,1,1,2010062801,2010-06-24T00:00:00.000Z,2d0d25bf-0ba1-4367-94ef-694e379aace8
10110,6,TX,Texas                         ,0,2010-09-20T00:00:00.000Z,Major Disaster,Trop Storm Hermine ,Other,2010-09-06T00:00:00.000Z,2010-09-10T00:00:00.000Z,Turndown,2010-11-05T00:00:00.000Z,1,0,1,1,2010090701,2010-09-06T00:00:00.000Z,fad0a003-0608-47b7-8091-1dab02678f06
10111,9,CA,California                    ,0,2010-09-15T00:00:00.000Z,Major Disaster,Explosions and Fires,Fire,2010-09-09T00:00:00.000Z,2010-09-11T00:00:00.000Z,Turndown,2010-10-28T00:00:00.000Z,1,0,1,1,2010091001,2010-09-09T00:00:00.000Z,d8906417-2b2b-434d-847f-b9b0b2a6a4f3
11001,7,MO,Missouri                      ,0,2011-01-14T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Severe Storm,2010-12-30T00:00:00.000Z,2010-12-31T00:00:00.000Z,Turndown,2011-01-26T00:00:00.000Z,1,0,0,1,2011010101,2010-12-30T00:00:00.000Z,d7d96d5a-7cab-4b14-9300-8fffa909bccb
11009,10,WA,Washington                    ,0,2011-02-14T00:00:00.000Z,Major Disaster,"Severe Winter Storm, Flooding, Landslides, and Mud",Severe Storm,2010-12-08T00:00:00.000Z,2010-12-18T00:00:00.000Z,Turndown,2011-05-17T00:00:00.000Z,0,0,1,1,2011010401,2010-12-08T00:00:00.000Z,1bc893e1-d2e0-4b3e-8f38-1c374be5c895
11024,5,IN,Indiana                       ,0,2011-03-14T00:00:00.000Z,Major Disaster,Severe Winter Storm,Severe Storm,2011-01-31T00:00:00.000Z,2011-02-04T00:00:00.000Z,Turndown,2011-04-20T00:00:00.000Z,0,0,1,1,2011020101,2011-01-31T00:00:00.000Z,bf954cb2-b210-472a-a79f-f8597058c64b
11030,6,LA,Louisiana                     ,0,2011-03-18T00:00:00.000Z,Major Disaster,Tornado,Tornado,2011-03-05T00:00:00.000Z,2011-03-05T00:00:00.000Z,Turndown,2011-05-10T00:00:00.000Z,1,0,1,1,2011031501,2011-03-05T00:00:00.000Z,7f537e0b-4323-4c69-991c-7fdee72bd19f
11041,4,MS,Mississippi                   ,0,2011-03-31T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2011-03-08T00:00:00.000Z,2011-03-09T00:00:00.000Z,Turndown,2011-04-08T00:00:00.000Z,1,0,0,0,2011031001,2011-03-08T00:00:00.000Z,0b50630a-b8cc-474f-80bb-e1c441072632
11050,2,NJ,New Jersey                    ,0,2011-03-31T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2011-03-10T00:00:00.000Z,2011-03-17T00:00:00.000Z,Turndown,2011-05-31T00:00:00.000Z,1,0,1,1,2011031002,2011-03-10T00:00:00.000Z,5ff1ec82-f50c-42f1-b5e4-a31080481a67
11068,4,AL,Alabama                       ,0,2011-04-19T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2011-04-15T00:00:00.000Z,2011-04-16T00:00:00.000Z,Turndown,2011-04-22T00:00:00.000Z,1,0,0,1,2011041701,2011-04-15T00:00:00.000Z,c27258c4-351b-4e00-96a8-0f9d151258d3
11073,10,WA,Washington                    ,0,2011-03-25T00:00:00.000Z,Major Disaster,WA-White Swan Fire 02-12-2011,Fire,2011-02-12T00:00:00.000Z,2011-02-13T00:00:00.000Z,Turndown,2011-07-01T00:00:00.000Z,1,0,1,1,2011022502,2011-02-12T00:00:00.000Z,0fdd38b6-0c3b-4787-88d3-90b802321918
11075,3,VA,Virginia                      ,0,2011-04-18T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and  Flooding",Severe Storm,2011-04-08T00:00:00.000Z,2011-04-08T00:00:00.000Z,Turndown,2011-06-23T00:00:00.000Z,1,0,0,1,2011041103,2011-04-08T00:00:00.000Z,c03efe23-ee63-449b-a5fe-94d66eb4b56e
11111,9,CA,California                    ,0,2011-04-22T00:00:00.000Z,Major Disaster,"Severe Storms, Flooding, and Debris and Mud Flows",Severe Storm,2011-03-15T00:00:00.000Z,2011-03-27T00:00:00.000Z,Turndown,2011-08-04T00:00:00.000Z,0,0,1,1,2011052401,2011-03-15T00:00:00.000Z,c7603be2-260d-4d12-ae3d-32c056d0dde1
11164,2,NY,New York                      ,0,2011-07-13T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2011-05-13T00:00:00.000Z,2011-05-31T00:00:00.000Z,Turndown,2011-11-23T00:00:00.000Z,0,0,1,1,2011071501,2011-05-09T00:00:00.000Z,58232fd9-60d4-4285-8529-94a9dd4c1b13
11205,5,IL,Illinois                      ,0,2011-08-26T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2011-07-27T00:00:00.000Z,2011-07-28T00:00:00.000Z,Turndown,2011-09-09T00:00:00.000Z,0,0,1,1,2011083103,2011-07-27T00:00:00.000Z,f0094f10-7797-488e-8e4a-0fbe21d3a94b
11232,3,MD,Maryland                      ,0,2011-09-08T00:00:00.000Z,Emergency,Remnants of Tropical Storm Lee,Severe Storm,2011-09-03T00:00:00.000Z,,Turndown,2011-11-10T00:00:00.000Z,0,0,1,0,2011090802,2011-09-08T00:00:00.000Z,dddf77d8-a566-4cec-ae54-44e6f7cd5d26
11245,7,NE,Nebraska                      ,0,2011-09-15T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2011-08-18T00:00:00.000Z,2011-08-22T00:00:00.000Z,Turndown,2011-11-09T00:00:00.000Z,0,0,1,1,2011091505,2011-08-18T00:00:00.000Z,cbef44ea-bc41-4ace-a933-ef548609612d
11253,3,VA,Virginia                      ,0,2011-10-08T00:00:00.000Z,Major Disaster,Remnants of Tropical Storm Lee,Severe Storm,2011-09-08T00:00:00.000Z,2011-09-09T00:00:00.000Z,Turndown,2011-11-04T00:00:00.000Z,1,0,1,1,2011090802,2011-09-08T00:00:00.000Z,12366f1f-18f7-4911-83ec-8a6792b827c6
11264,6,OK,Oklahoma                      ,0,2011-11-21T00:00:00.000Z,Major Disaster,Earthquakes,Earthquake,2011-11-05T00:00:00.000Z,,Turndown,2011-11-30T00:00:00.000Z,1,0,0,1,2011112201,2011-11-05T00:00:00.000Z,1e905d9d-07d4-462c-9061-fee03152b8c6
12008,7,MO,Missouri                      ,0,2012-03-07T00:00:00.000Z,Major Disaster,"Severe Storms, Straight-line Winds, and Tornadoes",Severe Storm,2012-02-28T00:00:00.000Z,2012-03-01T00:00:00.000Z,Turndown,2012-03-12T00:00:00.000Z,1,0,0,1,2012022902,2012-02-28T00:00:00.000Z,4513a1e2-05e9-4bb3-8398-826912169a1e
12010,5,IL,Illinois                      ,0,2012-03-07T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Tornado,2012-02-29T00:00:00.000Z,2012-03-02T00:00:00.000Z,Turndown,2012-03-21T00:00:00.000Z,1,0,0,1,2012030601,2012-02-29T00:00:00.000Z,559e5043-e592-4227-927d-1782b47335ba
12011,5,OH,Ohio                          ,0,2012-03-07T00:00:00.000Z,Major Disaster,Severe Storms and Tornado,Severe Storm,2012-03-02T00:00:00.000Z,2012-03-02T00:00:00.000Z,Turndown,2012-03-09T00:00:00.000Z,1,0,0,1,2012030602,2012-03-02T00:00:00.000Z,15a5a09f-a0be-4cc4-a5a7-59f281203e29
12018,6,OK,Oklahoma                      ,0,2012-04-18T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Straight-line Winds",Severe Storm,2012-04-13T00:00:00.000Z,,Turndown,2012-04-20T00:00:00.000Z,1,0,0,1,2012041601,2012-04-13T00:00:00.000Z,e039c559-2a59-4f41-a96b-c7da8b464654
12019,6,LA,Louisiana                     ,0,2012-04-26T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2012-03-11T00:00:00.000Z,2012-03-12T00:00:00.000Z,Turndown,2012-05-08T00:00:00.000Z,1,0,1,1,2012041201,2012-03-11T00:00:00.000Z,b08ccc1f-b70c-4005-ba8f-21f81ff905a9
12021,6,LA,Louisiana                     ,0,2012-05-01T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2012-03-20T00:00:00.000Z,2012-03-22T00:00:00.000Z,Turndown,2012-05-08T00:00:00.000Z,1,0,1,1,2012041202,2012-03-20T00:00:00.000Z,f1b2d465-4011-4f8d-a562-4e9d1dd0e5b7
12025,5,MI,Michigan                      ,0,2012-06-01T00:00:00.000Z,Major Disaster,MI - Severe Storms and Flooding,Flood,2012-05-03T00:00:00.000Z,2012-05-05T00:00:00.000Z,Turndown,2012-06-08T00:00:00.000Z,1,0,0,1,2012051801,2012-05-03T00:00:00.000Z,42f61128-0045-4cbb-ab2b-d1864690f3ea
12044,4,FL,Florida                       ,0,2012-06-30T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2012-06-09T00:00:00.000Z,2012-06-11T00:00:00.000Z,Turndown,2012-08-13T00:00:00.000Z,1,0,0,1,2012070101,2012-06-09T00:00:00.000Z,9cb02b98-cd8b-4895-97d6-76bc6d78c8f6
12079,7,NE,Nebraska                      ,0,2012-08-28T00:00:00.000Z,Major Disaster,Region 24 Fire Complex ,Fire,2012-07-20T00:00:00.000Z,2012-07-29T00:00:00.000Z,Turndown,2012-11-09T00:00:00.000Z,0,0,1,1,2012080202,2012-07-20T00:00:00.000Z,d75ba0c9-7683-43e2-8fe9-a69f57be5d8c
12097,6,OK,Oklahoma                      ,0,2012-09-27T00:00:00.000Z,Major Disaster,Wildfires,Fire,2012-07-28T00:00:00.000Z,2012-08-14T00:00:00.000Z,Turndown,2012-10-15T00:00:00.000Z,0,0,1,1,2012080602,2012-07-28T00:00:00.000Z,3174dcbb-8aa5-4c25-96ca-49dd745fdc1f
12118,4,FL,Florida                       ,0,2012-11-01T00:00:00.000Z,Major Disaster,Hurricane Sandy,Hurricane,2012-10-24T00:00:00.000Z,,Turndown,2013-01-17T00:00:00.000Z,0,0,1,1,2012102505,2012-10-27T00:00:00.000Z,5a807e93-d95c-4dee-bcee-56025bd80e4e
13016,6,TX,Texas                         ,0,2013-04-22T00:00:00.000Z,Major Disaster,Explosion,Other,2013-04-17T00:00:00.000Z,2013-04-23T00:00:00.000Z,Turndown,2013-06-10T00:00:00.000Z,1,0,1,1,2013041901,2013-04-17T00:00:00.000Z,146953c3-5314-4542-872c-7d7631ab701a
13057,9,AZ,Arizona                       ,0,2013-07-12T00:00:00.000Z,Major Disaster,Yarnell Hill Fire,Fire,2013-06-28T00:00:00.000Z,,Turndown,2013-09-13T00:00:00.000Z,1,0,0,1,2013063001,2013-06-30T00:00:00.000Z,a9112df6-8c0c-46ee-b2b8-1bbbb755f9f9
13061,9,AZ,Arizona                       ,1,2013-05-03T00:00:00.000Z,Major Disaster,San Carlos Apache Tribe Power Outage,Other,2013-05-02T00:00:00.000Z,2013-05-04T00:00:00.000Z,Turndown,2013-08-05T00:00:00.000Z,0,0,1,1,2013062101,2013-05-02T00:00:00.000Z,748fe652-8646-42eb-8f6a-4c2eb3c7d9e3
13089,8,SD,South Dakota                  ,1,2013-09-10T00:00:00.000Z,Major Disaster,SD - Severe Storms ,Severe Storm,2013-07-30T00:00:00.000Z,2013-07-31T00:00:00.000Z,Turndown,2013-12-12T00:00:00.000Z,0,0,0,0,2013081601,2013-07-30T00:00:00.000Z,961e6a3e-7e37-47e5-b60a-36cd6d7d4ba1
13093,9,AZ,Arizona                       ,0,2013-10-10T00:00:00.000Z,Major Disaster,Flooding,Flood,2013-09-13T00:00:00.000Z,2013-09-17T00:00:00.000Z,Turndown,2013-11-01T00:00:00.000Z,0,0,1,1,2013102403,2013-09-13T00:00:00.000Z,561ae75a-018e-49c2-9201-60d8baf8c8cc
13099,5,IN,Indiana                       ,0,2013-12-04T00:00:00.000Z,Major Disaster,"Severe Storms, Straight-line Winds, and Tornadoes",Severe Storm,2013-11-17T00:00:00.000Z,2013-11-17T00:00:00.000Z,Turndown,2014-01-07T00:00:00.000Z,1,0,0,1,2013111702,2013-11-17T00:00:00.000Z,eaa605a6-084e-46db-b301-89a6548dc4f9
14007,6,TX,Texas                         ,0,2014-01-17T00:00:00.000Z,Major Disaster,Severe Winter Storm,Severe Storm,2013-12-05T00:00:00.000Z,2013-12-09T00:00:00.000Z,Turndown,2014-04-15T00:00:00.000Z,0,0,1,1,2014012202,2013-12-05T00:00:00.000Z,8d8fce7c-c886-40ac-bce0-3cd31822698f
14012,1,CT,Connecticut                   ,0,2014-02-14T00:00:00.000Z,Emergency,Region 1  2-13-2014 Severe Winter Storm ,Severe Storm,2014-02-13T00:00:00.000Z,2014-02-17T00:00:00.000Z,Turndown,2014-02-17T00:00:00.000Z,0,0,1,0,2014021501,2014-02-13T00:00:00.000Z,b37e63e4-2cff-460b-a745-43b64addfb05
14017,1,ME,Maine                         ,0,2014-02-21T00:00:00.000Z,Major Disaster,Severe Winter Storms,Severe Ice Storm,2013-12-20T00:00:00.000Z,2014-01-01T00:00:00.000Z,Turndown,2014-03-12T00:00:00.000Z,0,0,1,1,2013122601,2013-12-20T00:00:00.000Z,3b4328b3-932c-4479-9b82-99420e44ca5e
14018,3,WV,West Virginia                 ,0,2014-03-21T00:00:00.000Z,Major Disaster,Chemical Spill,Chemical,2014-01-09T00:00:00.000Z,2014-01-20T00:00:00.000Z,Turndown,2014-05-20T00:00:00.000Z,0,0,1,1,2014011002,2014-01-09T00:00:00.000Z,ae5528bf-0013-4d33-a0b9-ae917519a862
14031,4,NC,North Carolina                ,0,2014-05-02T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, Straight-line Winds, and",Severe Storm,2014-04-25T00:00:00.000Z,2014-04-26T00:00:00.000Z,Turndown,2014-05-09T00:00:00.000Z,1,0,0,1,2014042501,2014-04-28T00:00:00.000Z,b5210b48-d65d-4e0a-bd67-d3d8a880f201
14037,1,NH,New Hampshire                 ,0,2014-05-21T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2014-04-15T00:00:00.000Z,2014-04-16T00:00:00.000Z,Turndown,2014-07-17T00:00:00.000Z,0,0,1,1,2014041501,2014-04-15T00:00:00.000Z,31d2c896-5650-47c1-bcf8-da854a36d6ee
14047,8,SD,South Dakota                  ,0,2014-07-02T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Flood,2014-06-13T00:00:00.000Z,2014-06-20T00:00:00.000Z,Turndown,2014-07-10T00:00:00.000Z,1,0,0,1,2014061801,2014-06-13T00:00:00.000Z,bf7f7968-7fe4-4f68-ab27-ee8c1a1d25ca
14056,5,WI,Wisconsin                     ,0,2014-07-23T00:00:00.000Z,Major Disaster,Extreme Cold and Deep Freeze,Freezing,2014-01-01T00:00:00.000Z,2014-04-07T00:00:00.000Z,Turndown,2014-09-04T00:00:00.000Z,0,0,1,1,2014072202,2014-01-01T00:00:00.000Z,5db96ca5-52fd-4afc-a6e6-c24f9f0ec13b
14075,9,HI,Hawaii                        ,0,2014-08-21T00:00:00.000Z,Major Disaster,Tropical Storm Iselle,Hurricane,2014-08-07T00:00:00.000Z,2014-08-09T00:00:00.000Z,Turndown,2014-10-16T00:00:00.000Z,1,0,1,1,2014080402,2014-08-07T00:00:00.000Z,2cfaf040-9080-49cc-be95-5fa5fe64fb10
14085,1,VT,Vermont                       ,0,2014-09-04T00:00:00.000Z,Major Disaster,Region I 7-28-2014 Severe Storms and Flooding,Flood,2014-07-28T00:00:00.000Z,2014-07-28T00:00:00.000Z,Turndown,2014-09-23T00:00:00.000Z,0,0,1,1,2014080401,2014-07-28T00:00:00.000Z,7c43d987-da20-49a5-bb23-919aec2de83e
14090,8,ND,North Dakota                  ,0,2014-10-08T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2014-08-15T00:00:00.000Z,2014-08-25T00:00:00.000Z,Turndown,2014-11-26T00:00:00.000Z,0,0,1,0,2014090904,2014-08-15T00:00:00.000Z,b1134ccd-2907-4a6f-ac03-2b87bd218dd9
14094,8,UT,Utah                          ,0,2014-10-22T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2014-09-27T00:00:00.000Z,2014-09-27T00:00:00.000Z,Turndown,2014-11-03T00:00:00.000Z,1,0,0,1,2014102701,2014-09-27T00:00:00.000Z,3770caef-d21f-428c-9e7b-e23dbcc10ccf
15008,6,OK,Oklahoma                      ,0,2015-04-01T00:00:00.000Z,Major Disaster,OK - Tornadoes - Severe Storms - Straight-line Win,Tornado,2015-03-25T00:00:00.000Z,2015-03-26T00:00:00.000Z,Turndown,2015-04-03T00:00:00.000Z,1,0,0,1,2015040101,2015-03-25T00:00:00.000Z,ef32aa2d-e7cb-479b-a9a1-cebb6a2cf7d6
15020,3,MD,Maryland                      ,0,2015-05-22T00:00:00.000Z,Major Disaster,R3_Baltimore_City_Unrest,Civil Unrest,2015-04-25T00:00:00.000Z,2015-05-01T00:00:00.000Z,Turndown,2015-07-29T00:00:00.000Z,0,0,1,0,2015052801,2015-04-27T00:00:00.000Z,bc1a8829-4183-45f6-952a-f2811070d0ea
15023,8,SD,South Dakota                  ,0,2015-05-27T00:00:00.000Z,Major Disaster,SD Severe Storm and Tornado,Tornado,2015-05-10T00:00:00.000Z,2015-05-10T00:00:00.000Z,Turndown,2015-06-03T00:00:00.000Z,1,0,0,1,2015051301,2015-05-10T00:00:00.000Z,9d98d891-9889-48f2-9e75-f8b3ba3b7e8b
15028,7,IA,Iowa                          ,0,2015-06-17T00:00:00.000Z,Major Disaster,Iowa Highly Pathogenic Avian Influenza (HPAI) 2015,Other,2015-04-13T00:00:00.000Z,,Turndown,2015-07-07T00:00:00.000Z,0,0,0,1,2015061804,2015-04-13T00:00:00.000Z,db50b139-b415-484a-b178-6a78348fcb67
15060,10,AK,Alaska                        ,0,2015-07-24T00:00:00.000Z,Major Disaster,Wildfires,Fire,2015-06-14T00:00:00.000Z,,Turndown,2015-08-19T00:00:00.000Z,1,0,1,1,2015081702,2015-06-14T00:00:00.000Z,faf611eb-3036-4308-8a32-d6191565ca4b
15069,4,FL,Florida                       ,0,2015-08-26T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2015-08-01T00:00:00.000Z,2015-08-09T00:00:00.000Z,Turndown,2015-09-23T00:00:00.000Z,1,0,0,1,2015081001,2015-08-01T00:00:00.000Z,ffe7d2fa-0347-42f2-b8db-13ef76076dd2
15071,5,IN,Indiana                       ,0,2015-08-31T00:00:00.000Z,Major Disaster,Indiana_Flooding_06182015,Flood,2015-06-07T00:00:00.000Z,2015-07-29T00:00:00.000Z,Turndown,2015-10-20T00:00:00.000Z,0,0,1,1,2015061802,2015-06-18T00:00:00.000Z,20644b83-6c6e-4b87-ba47-6ada487e7827
15084,9,AZ,Arizona                       ,1,2015-10-02T00:00:00.000Z,Emergency,Chemical Spill,Chemical,2015-08-05T00:00:00.000Z,,Turndown,2015-10-20T00:00:00.000Z,0,0,1,0,2015102001,2015-09-03T00:00:00.000Z,86d0e357-04a3-4f3f-901b-3c94354d14f5
15086,4,NC,North Carolina                ,0,2015-10-29T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2015-10-01T00:00:00.000Z,2015-10-23T00:00:00.000Z,Turndown,2015-12-08T00:00:00.000Z,0,0,1,1,2015093001,2015-09-25T00:00:00.000Z,a625e0ad-9f6d-46d1-a581-ffa247e0f37f
15087,2,NJ,New Jersey                    ,0,2015-10-29T00:00:00.000Z,Major Disaster,NJ Severe Coastal Storm,Coastal Storm,2015-10-01T00:00:00.000Z,2015-10-04T00:00:00.000Z,Turndown,2015-11-10T00:00:00.000Z,0,0,1,1,2015101601,2015-10-01T00:00:00.000Z,7dd50b2b-8f72-4935-8d85-81f8ce7afd1f
15088,10,WA,Washington                    ,1,2015-11-03T00:00:00.000Z,Major Disaster,WA-Colville Indian Reservation-08/13/2015,Fire,2015-08-13T00:00:00.000Z,2015-09-10T00:00:00.000Z,Turndown,2015-11-23T00:00:00.000Z,1,0,0,0,2015110501,2015-08-13T00:00:00.000Z,0fecb77d-c460-4551-84bf-8d6d792a5fc8
16006,5,MI,Michigan                      ,0,2016-01-14T00:00:00.000Z,Major Disaster,Contaminated Water,Toxic Substances,2014-04-25T00:00:00.000Z,,Turndown,2016-01-22T00:00:00.000Z,1,0,1,1,2016010601,2014-04-25T00:00:00.000Z,ea8c0e85-201a-434b-994f-089420f30ac7
16019,6,NM,New Mexico                    ,0,2016-02-16T00:00:00.000Z,Major Disaster,Severe Winter Storm and Snowstorm,Severe Storm,2015-12-26T00:00:00.000Z,2015-12-27T00:00:00.000Z,Turndown,2016-05-10T00:00:00.000Z,0,0,1,1,2016021701,2015-12-26T00:00:00.000Z,40a32c03-6389-4dbb-abc5-1794eb7cf4fa
16025,5,IL,Illinois                      ,0,2016-02-26T00:00:00.000Z,Major Disaster,IL_Flooding_01012016,Flood,2015-12-23T00:00:00.000Z,2016-01-13T00:00:00.000Z,Turndown,2016-04-22T00:00:00.000Z,1,0,1,1,2016010101,2016-01-01T00:00:00.000Z,dc4932bf-089f-429f-b74d-510a04622724
16026,4,FL,Florida                       ,0,2016-02-29T00:00:00.000Z,Emergency,"Severe Storms, Tornadoes, and Straight-line Winds",Severe Storm,2016-02-15T00:00:00.000Z,2016-02-24T00:00:00.000Z,Turndown,2016-03-15T00:00:00.000Z,1,0,1,0,2016021901,2016-02-15T00:00:00.000Z,4d4b9419-eebf-4378-a0d1-6286d8097b7c
16027,6,LA,Louisiana                     ,0,2016-03-02T00:00:00.000Z,Major Disaster,LA - Flooding December 28 2015 - February 1 2016,Flood,2015-12-28T00:00:00.000Z,2016-02-01T00:00:00.000Z,Turndown,2016-06-15T00:00:00.000Z,0,0,1,1,2016030301,2015-12-28T00:00:00.000Z,5fdf35c6-7ada-4ee3-9bcf-b6931eba150d
16029,4,FL,Florida                       ,0,2016-03-16T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Straight-line Winds",Severe Storm,2016-02-15T00:00:00.000Z,2016-02-24T00:00:00.000Z,Turndown,2016-03-25T00:00:00.000Z,1,0,0,1,2016021901,2016-02-15T00:00:00.000Z,4c257dce-4ecc-4a56-87e9-33560298c7e6
16032,6,LA,Louisiana                     ,0,2016-03-18T00:00:00.000Z,Major Disaster,LA - Severe Storms and Tornadoes - February 2016,Severe Storm,2016-02-23T00:00:00.000Z,2016-02-23T00:00:00.000Z,Turndown,2016-04-29T00:00:00.000Z,1,0,1,1,2016031901,2016-02-23T00:00:00.000Z,a3a5d900-263c-460c-aa45-31f6f449a63f
16035,3,VA,Virginia                      ,0,2016-03-25T00:00:00.000Z,Major Disaster,Severe Storm and Tornadoes,Tornado,2016-02-24T00:00:00.000Z,2016-02-24T00:00:00.000Z,Turndown,2016-05-19T00:00:00.000Z,1,0,0,1,2016030101,2016-02-24T00:00:00.000Z,414dfb5c-1bd4-4cd4-bde0-81a63a7c53ce
