declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
3119,6,TX,Texas                         ,0,2003-10-21T00:00:00.000Z,Major Disaster,TX-Severe Storms10-12-03,Severe Storm,2003-09-18T00:00:00.000Z,2003-10-20T00:00:00.000Z,Turndown,2003-11-06T00:00:00.000Z,1,0,0,1,2003101701,2003-10-12T00:00:00.000Z,53df5618-d8d8-48f5-a04c-4a2f6d6fb3e0
3139,6,TX,Texas                         ,0,2003-11-21T00:00:00.000Z,Major Disaster,TX-Severe Storms and Tornadoes-11-17-2003,Severe Storm,2003-11-17T00:00:00.000Z,2003-11-18T00:00:00.000Z,Turndown,2003-12-04T00:00:00.000Z,1,0,0,1,2003111802,2003-11-17T00:00:00.000Z,48c4e9c5-e7c2-4e68-83e4-1f434958ef22
3141,3,PA,Pennsylvania                  ,0,2003-12-05T00:00:00.000Z,Major Disaster,VA Severe Storms and Flooding 11/18/2003,Flood,2003-11-19T00:00:00.000Z,,Turndown,2004-02-10T00:00:00.000Z,1,0,0,1,2003112401,2003-11-18T00:00:00.000Z,215f9636-5763-471d-9da0-49db0db438d5
4010,3,WV,West Virginia                 ,0,2004-02-04T00:00:00.000Z,Major Disaster,WV Flood Jan 2004,Flood,2004-01-03T00:00:00.000Z,2004-01-30T00:00:00.000Z,Turndown,2004-03-04T00:00:00.000Z,0,0,1,1,2004021704,2004-01-03T00:00:00.000Z,c140a185-314e-4b74-a1be-3fbccb13a81e
4013,10,WA,Washington                    ,0,2004-02-06T00:00:00.000Z,Major Disaster,RX-WA-Winter Storm,Severe Ice Storm,2004-01-06T00:00:00.000Z,2004-01-10T00:00:00.000Z,Turndown,2004-05-28T00:00:00.000Z,0,0,1,1,2004020401,2004-02-04T00:00:00.000Z,69f5f2d3-b374-48c2-86b9-a2d11c1c6158
4015,4,MS,Mississippi                   ,0,2004-03-19T00:00:00.000Z,Major Disaster,MS - Big Bay Lake Dam Failure,Dam/Levee Break,2004-03-12T00:00:00.000Z,2004-03-12T00:00:00.000Z,Turndown,2004-04-05T00:00:00.000Z,1,0,0,1,2004031501,2004-03-12T00:00:00.000Z,8249331a-aba3-4b3c-98ba-9f0c5a303ced
4028,5,MI,Michigan                      ,0,2004-04-30T00:00:00.000Z,Major Disaster,MI-Emerald Ash Borer Infestation,Other,2004-04-30T00:00:00.000Z,,Turndown,2004-07-26T00:00:00.000Z,0,0,1,1,2004050301,2004-04-30T00:00:00.000Z,c5c22e92-8171-4c79-bef6-6f6b0c54c811
4030,6,LA,Louisiana                     ,0,2004-05-11T00:00:00.000Z,Major Disaster,LA-Flooding-4-25-04,Flood,2004-04-25T00:00:00.000Z,,Turndown,2004-08-18T00:00:00.000Z,1,0,0,1,2004042802,2004-04-25T00:00:00.000Z,d6fcdbb2-1115-48c9-bd1a-eb458fd204c3
4091,4,NC,North Carolina                ,0,2004-08-20T00:00:00.000Z,Major Disaster,Tropical Storm Bonnie and Hurricane Charley,Hurricane,2004-08-12T00:00:00.000Z,2004-08-15T00:00:00.000Z,Turndown,2004-12-01T00:00:00.000Z,1,0,1,1,2004081102,2004-08-11T00:00:00.000Z,4a269a79-a506-469e-aa92-f5407dba705b
4101,5,OH,Ohio                          ,0,2004-09-07T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2004-08-27T00:00:00.000Z,2004-08-28T00:00:00.000Z,Turndown,2004-09-20T00:00:00.000Z,1,0,1,1,2004083002,2004-08-27T00:00:00.000Z,354b3bb8-8c22-4b94-9539-1fcfa03c993c
4123,4,GA,Georgia                       ,0,2004-09-26T00:00:00.000Z,Major Disaster,Severe Storms & Flooding-remnants of Hur. Jeanne,Other,2004-09-26T00:00:00.000Z,,Turndown,2004-11-09T00:00:00.000Z,1,0,1,1,2004091501,2004-09-28T00:00:00.000Z,7aee4679-b5bb-420a-a1f7-ca781f8f5b09
4128,3,MD,Maryland                      ,0,2004-09-29T00:00:00.000Z,Major Disaster,Hurricane Ivan,Fire,2004-09-12T00:00:00.000Z,2004-09-23T00:00:00.000Z,Turndown,2004-10-18T00:00:00.000Z,1,0,0,1,2004090502,2004-09-14T00:00:00.000Z,c15aabc2-17ff-4b04-a342-67e357360a38
4132,7,IA,Iowa                          ,0,2004-10-04T00:00:00.000Z,Major Disaster,Severe storms and flooding,Severe Storm,2004-09-14T00:00:00.000Z,2004-09-21T00:00:00.000Z,Turndown,2004-11-05T00:00:00.000Z,1,0,0,1,2004091601,2004-09-14T00:00:00.000Z,0a174ebe-1ec4-43d8-9cbc-59936d20c6d7
4136,6,LA,Louisiana                     ,0,2004-12-09T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Severe Storm,2004-11-23T00:00:00.000Z,2004-11-23T00:00:00.000Z,Turndown,2005-02-25T00:00:00.000Z,1,0,0,1,2004112902,2004-11-23T00:00:00.000Z,941bb6db-5313-4a22-b4dd-54231d3b8b63
4137,6,TX,Texas                         ,0,2004-12-09T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2004-11-15T00:00:00.000Z,2004-12-04T00:00:00.000Z,Turndown,2004-12-29T00:00:00.000Z,1,0,0,1,2004112201,2004-11-15T00:00:00.000Z,59e2b4e5-e20a-460f-8885-6917a3fdb34f
5003,4,SC,South Carolina                ,0,2005-01-11T00:00:00.000Z,Emergency,Hazardous Material Spill,Chemical,2005-01-06T00:00:00.000Z,,Turndown,2005-02-09T00:00:00.000Z,0,0,1,0,2005011104,2005-01-06T00:00:00.000Z,e9dbad9f-5ee4-4d73-bb2f-ccb94067b3da
5036,8,MT,Montana                       ,0,2005-05-02T00:00:00.000Z,Major Disaster,Severe Ice and Wind Storms,Severe Storm,2005-04-09T00:00:00.000Z,2005-04-10T00:00:00.000Z,Turndown,2005-08-08T00:00:00.000Z,0,0,1,1,2005041301,2005-04-09T00:00:00.000Z,992a9cc3-ec47-4e77-b8a2-a6a28ebb926d
5037,1,NH,New Hampshire                 ,0,2005-04-28T00:00:00.000Z,Major Disaster,"Severe Storms, Flooding, Snow Melt, and Ice Jams",Severe Storm,2005-04-01T00:00:00.000Z,2005-04-05T00:00:00.000Z,Turndown,2005-08-26T00:00:00.000Z,0,0,1,1,2005041201,2005-03-29T00:00:00.000Z,9c8507d2-39e0-4562-a700-1a3d7a669b19
5044,1,MA,Massachusetts                 ,0,2005-06-10T00:00:00.000Z,Major Disaster,Red Tide,Fishing Losses,2005-04-27T00:00:00.000Z,,Turndown,2005-08-11T00:00:00.000Z,0,0,0,0,2005061302,2005-05-04T00:00:00.000Z,2915d7df-51d2-4f6b-a179-540894b218a4
5052,1,ME,Maine                         ,0,2005-06-30T00:00:00.000Z,Major Disaster,Red Tide,Fishing Losses,2005-05-04T00:00:00.000Z,,Turndown,2005-07-27T00:00:00.000Z,0,0,0,0,2005061302,2005-05-04T00:00:00.000Z,fd3e3292-b55d-4cd0-90e7-726a5f45c6fe
5063,2,NY,New York                      ,0,2005-07-22T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2005-06-06T00:00:00.000Z,2005-07-18T00:00:00.000Z,Turndown,2005-12-08T00:00:00.000Z,1,0,1,1,2005061401,2005-06-06T00:00:00.000Z,b66c5c4d-db0e-40bb-b7dc-2c75608f40f9
5064,2,NJ,New Jersey                    ,0,2005-07-21T00:00:00.000Z,Major Disaster,NJ - Severe Storms and Flooding,Severe Storm,2005-07-17T00:00:00.000Z,2005-07-17T00:00:00.000Z,Turndown,2005-10-03T00:00:00.000Z,1,0,0,1,2005072501,2005-07-17T00:00:00.000Z,7c46c9ce-4121-4fb6-ae00-7c9eeab04382
5072,1,NH,New Hampshire                 ,0,2005-08-04T00:00:00.000Z,Major Disaster,NH -- Rain and Flash Flooding,Flood,2005-06-06T00:00:00.000Z,2005-06-29T00:00:00.000Z,Turndown,2005-12-21T00:00:00.000Z,0,0,1,1,2005071201,2005-06-06T00:00:00.000Z,0a5a7e7d-ccce-4636-b225-2abb0fbcaaf1
5077,5,WI,Wisconsin                     ,0,2005-08-25T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Heavy Rains",Tornado,2005-08-18T00:00:00.000Z,2005-08-18T00:00:00.000Z,Turndown,2005-12-19T00:00:00.000Z,1,0,1,1,2005081901,2005-08-18T00:00:00.000Z,2b0b682f-075b-4566-8b7c-c8664606b287
5145,4,MS,Mississippi                   ,0,2005-10-12T00:00:00.000Z,Major Disaster,Hurricane Rita,Hurricane,2005-09-23T00:00:00.000Z,,Turndown,2005-11-04T00:00:00.000Z,1,0,1,1,2005091801,2005-09-23T00:00:00.000Z,325586de-64fa-40b1-931b-287c8d126dd2
5148,2,NJ,New Jersey                    ,0,2005-10-18T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2005-10-07T00:00:00.000Z,2005-10-14T00:00:00.000Z,Turndown,2005-12-23T00:00:00.000Z,1,0,1,1,2005102001,2005-10-07T00:00:00.000Z,540b3899-ac57-4d54-ba28-f88afd39fdc8
5159,7,IA,Iowa                          ,0,2005-11-21T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Tornado,2005-11-12T00:00:00.000Z,2005-11-12T00:00:00.000Z,Turndown,2005-12-13T00:00:00.000Z,1,0,0,0,2005111401,2005-11-12T00:00:00.000Z,00d2fa68-07db-4a9b-9f6d-1b14463ae8e2
5160,2,NY,New York                      ,0,2005-11-23T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2005-10-07T00:00:00.000Z,2005-10-17T00:00:00.000Z,Turndown,2006-02-28T00:00:00.000Z,1,0,1,1,2005102501,2005-10-07T00:00:00.000Z,47c35538-c682-4937-a64e-da253942b58d
5161,1,RI,Rhode Island                  ,0,2005-11-22T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2005-10-07T00:00:00.000Z,2005-10-15T00:00:00.000Z,Turndown,2006-02-03T00:00:00.000Z,1,0,0,1,2005102201,2005-10-07T00:00:00.000Z,1a37094e-120b-4e95-96b3-d90e5bd79604
5162,5,IN,Indiana                       ,0,2005-12-03T00:00:00.000Z,Major Disaster,"Tornadoes, Severe Storms, and Flooding",Tornado,2005-11-15T00:00:00.000Z,2005-11-15T00:00:00.000Z,Turndown,2005-12-21T00:00:00.000Z,1,0,0,0,2005111602,2005-11-15T00:00:00.000Z,73c6d90f-073a-463e-aa04-38967221f577
6073,9,CA,California                    ,0,2006-02-26T00:00:00.000Z,Emergency,Threat of Levee Failure,Other,2005-12-29T00:00:00.000Z,,Turndown,2006-05-02T00:00:00.000Z,0,0,1,0,2006030401,2005-12-29T00:00:00.000Z,5468df55-fdae-4100-bbd9-e692ba37628b
6078,4,KY,Kentucky                      ,0,2006-04-07T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Severe Storm,2006-04-02T00:00:00.000Z,2006-04-02T00:00:00.000Z,Turndown,2006-06-01T00:00:00.000Z,1,0,0,1,2006040401,2006-04-02T00:00:00.000Z,f52c5e00-7441-45fd-9cca-828925cb26df
6082,7,IA,Iowa                          ,0,2006-04-19T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Straight Line Winds",Severe Storm,2006-04-13T00:00:00.000Z,2006-04-14T00:00:00.000Z,Turndown,2006-08-08T00:00:00.000Z,1,0,1,1,2006041401,2006-04-13T00:00:00.000Z,093ec656-8782-4c75-a5e0-d000f3e72d69
6099,4,SC,South Carolina                ,0,2006-06-13T00:00:00.000Z,Emergency,Mill Fire,Fire,2006-06-06T00:00:00.000Z,2006-06-13T00:00:00.000Z,Turndown,2006-07-11T00:00:00.000Z,0,0,1,0,2006061401,2006-06-06T00:00:00.000Z,748c701c-c188-4699-aea5-846e735f44fb
6120,6,NM,New Mexico                    ,0,2006-07-14T00:00:00.000Z,Major Disaster,Flash Flood,Flood,2006-06-22T00:00:00.000Z,2006-06-22T00:00:00.000Z,Turndown,2006-08-23T00:00:00.000Z,1,0,0,1,2006063001,2006-06-22T00:00:00.000Z,b07ce440-04a2-449a-8813-8118bc342f4f
6123,10,OR,Oregon                        ,0,2006-06-02T00:00:00.000Z,Major Disaster,Curtailment of the Salmon Fishing Season,Drought,2006-03-15T00:00:00.000Z,,Turndown,2006-08-14T00:00:00.000Z,0,0,0,1,2006071301,2006-03-15T00:00:00.000Z,49551f10-c532-4dd2-ba09-ac85565c83cc
6127,1,CT,Connecticut                   ,0,2006-07-27T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2006-06-02T00:00:00.000Z,2006-06-02T00:00:00.000Z,Turndown,2006-12-21T00:00:00.000Z,0,0,1,1,2006061903,2006-06-02T00:00:00.000Z,739d1794-f16c-4907-b7d5-856e6c9ebab2
6128,5,IL,Illinois                      ,0,2006-07-26T00:00:00.000Z,Major Disaster,Severe Storms,Severe Storm,2006-07-19T00:00:00.000Z,2006-07-21T00:00:00.000Z,Turndown,2006-10-13T00:00:00.000Z,1,0,1,1,2006072503,2006-07-19T00:00:00.000Z,ed0a98de-4cd9-4b15-b107-7e5ad921392d
6150,6,TX,Texas                         ,0,2006-08-24T00:00:00.000Z,Major Disaster,Drought and Fire Hazard,Drought,2006-06-01T00:00:00.000Z,,Turndown,2006-10-03T00:00:00.000Z,1,0,1,1,2006083001,2006-06-01T00:00:00.000Z,61e9f4eb-24b8-4dbf-b91f-caf17c4a9626
6153,5,IL,Illinois                      ,0,2006-09-11T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2006-09-04T00:00:00.000Z,2006-09-04T00:00:00.000Z,Turndown,2006-12-29T00:00:00.000Z,1,0,0,1,2006090501,2006-09-04T00:00:00.000Z,35e3ca83-f117-478e-838c-cd1efbab0056
6158,7,MO,Missouri                      ,0,2006-09-28T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2006-09-22T00:00:00.000Z,2006-09-24T00:00:00.000Z,Turndown,2006-11-30T00:00:00.000Z,1,0,0,1,2006092401,2006-09-22T00:00:00.000Z,b5484162-2753-42e1-92aa-1a065422e6a1
6168,6,TX,Texas                         ,0,2006-10-31T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2006-10-15T00:00:00.000Z,,Turndown,2007-01-04T00:00:00.000Z,1,0,1,1,2006103101,2006-10-15T00:00:00.000Z,760d8833-7847-4573-8fdb-bd8205a1e39a
7785,8,CO,Colorado                      ,0,2007-01-05T00:00:00.000Z,Emergency,Severe Winter Storms,Severe Storm,2006-12-18T00:00:00.000Z,2006-12-31T00:00:00.000Z,Turndown,2007-01-12T00:00:00.000Z,0,0,1,0,2007010602,2006-12-18T00:00:00.000Z,d4a03e78-9103-4068-8b09-1742a06f5eb9
7798,10,WA,Washington                    ,0,2007-02-05T00:00:00.000Z,Major Disaster,Windstorm,Severe Storm,2007-01-05T00:00:00.000Z,2007-01-07T00:00:00.000Z,Turndown,2007-03-02T00:00:00.000Z,0,0,1,1,2007013101,2007-01-05T00:00:00.000Z,ce23abb1-473d-4165-addd-4107e4a46068
7803,6,AR,Arkansas                      ,0,2007-02-27T00:00:00.000Z,Emergency,Severe Storms and Tornadoes,Severe Storm,2007-02-24T00:00:00.000Z,2007-02-24T00:00:00.000Z,Turndown,2007-03-08T00:00:00.000Z,0,0,0,0,2007022602,2007-02-24T00:00:00.000Z,db5be2ff-d86a-4060-9636-a7be97d33168
7807,10,WA,Washington                    ,0,2007-03-06T00:00:00.000Z,Emergency,Landslide,Mud/Landslide,2007-02-05T00:00:00.000Z,,Turndown,2007-06-21T00:00:00.000Z,0,0,1,0,2007021602,2007-02-05T00:00:00.000Z,2e147fba-074a-4231-8b6b-077f107c0228
7819,6,TX,Texas                         ,0,2007-04-19T00:00:00.000Z,Major Disaster,TX Severe Storms & Flooding-3-29-07,Severe Storm,2007-03-29T00:00:00.000Z,2007-03-31T00:00:00.000Z,Turndown,2007-05-15T00:00:00.000Z,0,0,1,1,2007042302,2007-03-29T00:00:00.000Z,886a765e-7934-4d04-8ed1-0c3adda199d1
7841,4,FL,Florida                       ,0,2007-05-25T00:00:00.000Z,Emergency,FL Fires,Fire,2007-03-25T00:00:00.000Z,,Turndown,2007-06-27T00:00:00.000Z,0,0,1,0,2007052601,2007-03-25T00:00:00.000Z,b47fc49b-51c4-48f5-a4ee-7254b424b0cd
7844,4,GA,Georgia                       ,0,2007-06-01T00:00:00.000Z,Emergency,GA Fires,Fire,2007-03-29T00:00:00.000Z,,Turndown,2007-06-27T00:00:00.000Z,0,0,1,0,2007060201,2007-03-29T00:00:00.000Z,a307ee81-4100-448f-bb33-02dbc2542691
7848,10,AK,Alaska                        ,0,2007-06-11T00:00:00.000Z,Major Disaster,AK-Flood Watch-01-26-2007,Flood,2007-01-25T00:00:00.000Z,2007-02-04T00:00:00.000Z,Turndown,2007-07-27T00:00:00.000Z,0,0,1,1,2007012603,2007-01-25T00:00:00.000Z,5ccda167-dc83-4e79-a7bf-43b4b28db4da
7849,7,IA,Iowa                          ,0,2007-06-05T00:00:00.000Z,Major Disaster,IA- Severe Storms and Flooding,Severe Storm,2007-06-01T00:00:00.000Z,2007-06-01T00:00:00.000Z,Turndown,2007-06-22T00:00:00.000Z,1,0,1,1,2007062001,2007-06-01T00:00:00.000Z,f8e99370-aa78-4d81-adb4-9ae74243a8e7
7860,7,MO,Missouri                      ,0,2007-07-03T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2007-06-04T00:00:00.000Z,,Turndown,2007-12-05T00:00:00.000Z,1,0,1,1,2007062602,2007-06-04T00:00:00.000Z,7c261753-5cd7-4312-ac2c-55371988eaee
7911,6,TX,Texas                         ,0,2007-09-20T00:00:00.000Z,Major Disaster,Hurricane Humberto,Hurricane,2007-09-13T00:00:00.000Z,2007-09-13T00:00:00.000Z,Turndown,2007-10-16T00:00:00.000Z,1,0,1,1,2007091703,2007-09-13T00:00:00.000Z,e4fc8e4f-beba-4f36-a398-e4d6feee63e2
7913,4,GA,Georgia                       ,0,2007-10-20T00:00:00.000Z,Major Disaster,Drought Conditions,Drought,2007-09-28T00:00:00.000Z,,Turndown,2008-03-03T00:00:00.000Z,0,0,1,1,2007102205,2007-09-28T00:00:00.000Z,8d4a02cd-fa77-4001-a085-c3f837028b26
7926,5,IN,Indiana                       ,0,2007-11-02T00:00:00.000Z,Major Disaster,Severe Storms and a Tornado,Severe Storm,2007-10-18T00:00:00.000Z,2007-10-18T00:00:00.000Z,Turndown,2008-01-04T00:00:00.000Z,1,0,0,1,2007101901,2007-10-18T00:00:00.000Z,e680f50e-9695-4d7c-831e-98d220b5012d
8009,4,AL,Alabama                       ,0,2008-02-08T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, Straight-line Winds, an ",Severe Storm,2008-02-05T00:00:00.000Z,2008-02-06T00:00:00.000Z,Turndown,2008-03-24T00:00:00.000Z,1,0,1,1,2008020601,2008-02-05T00:00:00.000Z,7327db46-3f0a-4b71-95eb-69943c9b979b
8022,6,AR,Arkansas                      ,0,2008-02-26T00:00:00.000Z,Emergency,Ft Chaffee Fire,Fire,2008-01-29T00:00:00.000Z,2008-01-29T00:00:00.000Z,Turndown,2008-05-14T00:00:00.000Z,0,0,1,0,2008022702,2008-01-29T00:00:00.000Z,63f60615-2fc6-4a18-b9b9-8de014295f5b
8046,4,SC,South Carolina                ,0,2008-03-24T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Tornado,2008-03-15T00:00:00.000Z,2008-03-15T00:00:00.000Z,Turndown,2008-04-01T00:00:00.000Z,1,0,0,1,2008032501,2008-03-15T00:00:00.000Z,b6ef1663-1c57-4cc7-abd2-8c5cd550987c
8049,1,ME,Maine                         ,0,2008-03-28T00:00:00.000Z,Emergency,Record Snowfall,Snowstorm,2008-03-19T00:00:00.000Z,2008-03-22T00:00:00.000Z,Turndown,2008-05-21T00:00:00.000Z,0,0,1,0,2008032801,2008-03-19T00:00:00.000Z,ce255af5-bd9f-4051-a2f8-0f1bdb929424
8052,5,IL,Illinois                      ,0,2008-04-08T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2008-03-17T00:00:00.000Z,,Turndown,2008-08-20T00:00:00.000Z,1,0,0,1,2008032001,2008-03-17T00:00:00.000Z,c1f9c122-4760-4e67-8ed7-a9686a1320f1
8055,9,CA,California                    ,0,2008-02-19T00:00:00.000Z,Emergency,Martin's Ferry Bridge,Other,2007-12-03T00:00:00.000Z,2008-06-01T00:00:00.000Z,Turndown,2008-04-30T00:00:00.000Z,0,0,1,0,2008011701,2008-01-17T00:00:00.000Z,f4130105-01bf-44d3-9c19-b8d54e2702a9
8070,7,MO,Missouri                      ,0,2008-05-15T00:00:00.000Z,Major Disaster,Severe storms and tornadoes,Severe Storm,2008-05-01T00:00:00.000Z,2008-05-03T00:00:00.000Z,Turndown,2008-06-20T00:00:00.000Z,1,0,1,1,2008050802,2008-05-01T00:00:00.000Z,c682d38c-4fd2-40a0-a31c-c5ed05096042
8081,6,LA,Louisiana                     ,0,2008-06-03T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2008-05-13T00:00:00.000Z,2008-05-15T00:00:00.000Z,Turndown,2008-08-08T00:00:00.000Z,1,0,0,1,2008051901,2008-05-13T00:00:00.000Z,dddd8f51-ecff-4a7d-83b1-7cb58708ad8f
8088,4,GA,Georgia                       ,0,2008-05-28T00:00:00.000Z,Major Disaster,Cherokee County Tornado,Tornado,2008-05-20T00:00:00.000Z,2008-05-20T00:00:00.000Z,Turndown,2008-07-23T00:00:00.000Z,1,0,1,1,2008061301,2008-05-20T00:00:00.000Z,03567c5a-d4ef-4a09-a8c0-b9eb0155c25f
8113,10,OR,Oregon                        ,0,2008-05-30T00:00:00.000Z,Major Disaster,OR-Fishery Closure-06-06-2008,Fishing Losses,2008-03-15T00:00:00.000Z,,Turndown,2008-07-11T00:00:00.000Z,0,0,0,1,2008060601,2008-03-15T00:00:00.000Z,8468cf2a-f99d-4045-a6fd-a5635feadcb0
8128,9,CA,California                    ,0,2008-08-19T00:00:00.000Z,Major Disaster,Wildfires,Fire,2008-05-22T00:00:00.000Z,,Turndown,2008-10-23T00:00:00.000Z,1,0,1,1,2008062201,2008-06-20T00:00:00.000Z,6bc9a4ba-ab57-4762-aeff-1aa01f499fc0
8130,6,TX,Texas                         ,0,2008-08-22T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2008-08-18T00:00:00.000Z,,Turndown,2008-10-23T00:00:00.000Z,1,0,1,1,2008082201,2008-08-18T00:00:00.000Z,196e8777-610f-4784-b887-ab01ab372249
8136,4,FL,Florida                       ,0,2008-08-31T00:00:00.000Z,Emergency,Hurricane Gustav,Hurricane,2008-08-31T00:00:00.000Z,,Turndown,2008-09-22T00:00:00.000Z,0,0,1,0,2008082602,2008-08-29T00:00:00.000Z,1b076223-cb0d-4f51-a3bc-17a5c819915d
8150,4,AL,Alabama                       ,0,2008-09-12T00:00:00.000Z,Emergency,Hurricane Ike,Hurricane,2008-09-12T00:00:00.000Z,,Turndown,2008-09-26T00:00:00.000Z,0,0,1,0,2008090202,2008-09-14T00:00:00.000Z,f39e0849-a261-4c6e-ae00-b9c0644021a3
8152,6,TX,Texas                         ,0,2008-09-18T00:00:00.000Z,Emergency,Severe Storms and Flooding,Severe Storm,2008-09-12T00:00:00.000Z,,Turndown,2008-10-06T00:00:00.000Z,0,0,1,0,2008091803,2008-09-12T00:00:00.000Z,f81e26a7-e949-4a12-8fc9-68e7f491a923
8155,4,MS,Mississippi                   ,0,2008-09-08T00:00:00.000Z,Emergency,Hurricane Ike,Hurricane,2008-09-08T00:00:00.000Z,,Turndown,2008-09-22T00:00:00.000Z,0,0,1,0,2008090202,2008-09-14T00:00:00.000Z,dadc7934-8ad8-4296-b045-2cbda437e3d5
8164,6,OK,Oklahoma                      ,0,2008-09-18T00:00:00.000Z,Major Disaster,OK-Severe Storms-TS Lowel 9/11/2008(2),Severe Storm,2008-09-11T00:00:00.000Z,2008-09-19T00:00:00.000Z,Turndown,2008-10-06T00:00:00.000Z,1,0,0,1,2008100201,2008-09-11T00:00:00.000Z,69305fc0-accd-4439-b2c5-50f43acbe4fb
8165,9,FM,Federated States of Micronesia,0,2008-07-31T00:00:00.000Z,Major Disaster,High Tides and Drought,Other,2008-03-11T00:00:00.000Z,,Turndown,2008-10-06T00:00:00.000Z,0,0,0,0,2008031101,2008-03-11T00:00:00.000Z,1673626c-6a4b-43f8-a698-ef42e4252e3e
8167,4,FL,Florida                       ,0,2008-10-07T00:00:00.000Z,Major Disaster,Hurricane Ike,Hurricane,2008-09-08T00:00:00.000Z,2008-09-12T00:00:00.000Z,Turndown,2008-12-18T00:00:00.000Z,0,0,1,1,2008100804,2008-09-08T00:00:00.000Z,aed489e0-d34f-4efd-9294-13adbd9237b3
8174,4,NC,North Carolina                ,0,2008-10-24T00:00:00.000Z,Major Disaster,94L Non-Tropical Low,Coastal Storm,2008-09-24T00:00:00.000Z,2008-09-28T00:00:00.000Z,Turndown,2008-11-05T00:00:00.000Z,0,0,1,0,2008092901,2008-09-25T00:00:00.000Z,4f9c696f-d66d-4a3e-a940-fe4662d49ed6
9006,3,MD,Maryland                      ,0,2009-01-09T00:00:00.000Z,Emergency,56th Presidential Inauguration,Other,2009-01-17T00:00:00.000Z,2009-01-21T00:00:00.000Z,Turndown,2009-04-10T00:00:00.000Z,0,0,1,0,2009010801,2009-01-17T00:00:00.000Z,61cae38a-2a55-4bea-986b-d049acd157bd
9008,3,VA,Virginia                      ,0,2009-01-13T00:00:00.000Z,Emergency,56th Presidential Inauguration,Other,2009-01-17T00:00:00.000Z,2009-01-21T00:00:00.000Z,Turndown,2009-04-10T00:00:00.000Z,0,0,1,0,2009010801,2009-01-17T00:00:00.000Z,8fa2cdfd-6177-419b-8e08-1e517004589f
9022,6,TX,Texas                         ,0,2009-02-25T00:00:00.000Z,Emergency,Extreme Fire Hazard,Fire,2009-01-16T00:00:00.000Z,,Turndown,2009-05-06T00:00:00.000Z,0,0,1,0,2009022501,2009-01-16T00:00:00.000Z,294c34ce-8f5e-410c-9bc6-0d80e91bfa4f
9027,8,ND,North Dakota                  ,0,2009-02-19T00:00:00.000Z,Emergency,Snow,Snowstorm,2008-11-04T00:00:00.000Z,,Turndown,2009-05-20T00:00:00.000Z,0,0,1,0,2009030301,2008-11-04T00:00:00.000Z,b900047a-3344-4301-83d2-18fa46971ab0
9056,6,TX,Texas                         ,0,2009-04-16T00:00:00.000Z,Major Disaster,Wildfires,Fire,2009-04-07T00:00:00.000Z,,Turndown,2009-05-08T00:00:00.000Z,1,0,1,1,2009041702,2009-04-07T00:00:00.000Z,17a89113-e7a9-4e0b-88ff-bcb8e25aba3e
9076,6,OK,Oklahoma                      ,0,2009-05-21T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2009-04-25T00:00:00.000Z,2009-05-16T00:00:00.000Z,Turndown,2009-09-02T00:00:00.000Z,0,0,1,1,2009052601,2009-04-25T00:00:00.000Z,37d96791-6e77-4b03-bd21-c38901d4ede4
9082,3,PA,Pennsylvania                  ,0,2009-06-29T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2009-05-28T00:00:00.000Z,,Turndown,2009-09-03T00:00:00.000Z,1,0,0,1,2009062601,2009-05-28T00:00:00.000Z,dd303ef9-27c5-46d8-a963-7fd5d7ad96ad
